BFF_Label;negative_adjectives_component;social_order_component;action_component;positive_adjectives_component;joy_component;affect_friends_and_family_component;fear_and_digust_component;politeness_component;polarity_nouns_component;polarity_verbs_component;virtue_adverbs_component;positive_nouns_component;respect_component;trust_verbs_component;failure_component;well_being_component;economy_component;certainty_component;positive_verbs_component;objects_component
O;-0.7224868;0.386;0.1018;0.2583;0.1874;0.0;0.0;0.0;0.918714;2.933952;0.0;0.0;0.0;1.3776;0.0;0.3108;0.0;0.3872;1.035;0.9842
O;0.0;0.063428571;0.445;-0.448714286;0.0;0.0;0.0;0.082142857;2.8337380000000003;0.211707;0.0;0.0;0.0;0.069857143;0.0;0.0;0.0;0.431285714;0.0;0.206857143
O;0.017118;0.5642;1.021;-0.151775;0.0;0.0;0.17;0.0954;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1052;0.0;0.1204
O;1.528098;0.530333333;1.021;0.154475;0.0;0.305493333;0.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.954;0.0;0.8305
O;0.6149171999999999;0.2975;0.0;0.328975;2.67048;0.35084;0.193833333;0.0795;0.2198;0.0;0.0;0.0;0.0;0.2445;0.0;0.0;0.511833333;0.0;0.0;0.200666667
O;0.6149171999999999;0.2975;0.0;0.392675;2.32498;0.7243533329999999;0.193833333;0.0;0.313794;0.0;0.0;0.0;0.0;0.0815;0.0;0.0;0.511833333;0.0;0.0;0.200666667
O;0.417;0.119375;0.796625;0.274375;0.462625;0.12175;0.467875;2.83525;0.398471333;0.631016;0.0;0.0;0.0;1.425375;0.0;0.0935;0.86;0.14725;0.0;0.07525
O;0.767777778;0.200866667;1.021;-0.545;0.0;0.0;0.113333333;2.7011111110000003;0.3661484;0.4323109999999999;0.0;0.0;0.0;0.9398;0.0;0.083111111;1.3909;0.130888889;0.0;0.066888889
O;0.225321;0.0986666669999999;1.021;-0.431095;0.0;0.0;0.0;0.305666667;0.0;0.0;0.0;0.0;0.098222222;0.0;0.0;0.0;0.86;0.0;0.968777778;0.0
O;1.377570467;0.5003;0.5864;-0.184035;0.0;0.147496;1.129166667;0.8740000000000001;-0.095888;0.0;0.0636;-0.9088;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
O;0.651616133;0.384666667;0.733;-0.24378;0.0;0.230257778;2.0088;0.0;-0.1690279999999999;0.0;0.826666667;0.0;0.0;0.0;0.0;0.0;0.0;0.231222222;0.0;0.0
O;-0.5935828000000001;0.464708333;1.528291667;-0.064866667;0.117125;0.308208333;0.461125;0.424666667;0.4223405329999999;0.6714088;0.053;0.0;0.0;0.103125;0.0;0.0;0.143;0.173416667;0.948083333;0.47775
O;-0.1748468;0.3973;0.0;0.97741;0.3455;0.0;0.7966;0.0;-1.7904146669999998;0.93304;0.1272;-0.9088;0.0;0.0489;0.0;0.0;0.0;0.3298;0.0;0.0602
O;0.6080728;0.705;0.0759;0.107115;0.0;0.5486053329999999;1.508466667;0.115;0.00350381;0.93304;0.6406;0.0;0.0;0.0;0.0;0.0;0.0;0.1975;0.0;0.0
O;0.1425;0.451625;0.583541667;-0.545;0.0;0.0;0.55275;0.297125;0.52822;0.93304;0.0795;0.0;0.0;0.3765;0.0;0.0;0.0;0.0;0.0;0.0
O;-0.1736579999999999;0.389285714;1.021;-0.105225;0.0;0.0;0.0;0.068142857;3.11648;0.93304;0.090857143;0.0;0.0;0.072;0.0;0.0;0.0;0.108285714;0.0;0.0
